Transaction Date,Transaction Type,Transaction Number,Order Number,Order Item ID,Item Name,Comment,Amount,Statement Period
2026-01-27,Shipping Fee (Paid By Customer),MY100399,758851200,758851200-1,Cotton Tote Bag,,2.50,26 Jan 2026 - 01 Feb 2026
2026-01-27,Shipping Fee Paid by Seller,MY100400,758851200,758851200-1,Cotton Tote Bag,,-2.87,26 Jan 2026 - 01 Feb 2026
2026-01-27,LCP Fee,MY100401,758851200,758851200-1,Cotton Tote Bag,,-10.50,26 Jan 2026 - 01 Feb 2026
2026-01-27,Reimbursements Withholding tax,MY100402,758851200,758851200-1,Cotton Tote Bag,,-2.10,26 Jan 2026 - 01 Feb 2026
2026-01-26,Item Price Credit,MY100403,793400277,793400277-1,Baby Hair Clip Set,,35.90,26 Jan 2026 - 01 Feb 2026
2026-01-26,Commission,MY100404,793400277,793400277-1,Baby Hair Clip Set,,-1.62,26 Jan 2026 - 01 Feb 2026
2026-01-26,Payment Fee,MY100405,793400277,793400277-1,Baby Hair Clip Set,,-1.17,26 Jan 2026 - 01 Feb 2026
2026-01-26,Promotional Charges Flexi-Combo,MY100406,793400277,793400277-1,Baby Hair Clip Set,,-1.79,26 Jan 2026 - 01 Feb 2026
2026-01-27,Item Price Credit,MY100407,770562257,770562257-1,Ceramic Mug 350ml,,129.00,26 Jan 2026 - 01 Feb 2026
2026-01-27,Commission,MY100408,770562257,770562257-1,Ceramic Mug 350ml,,-5.80,26 Jan 2026 - 01 Feb 2026
2026-01-27,Payment Fee,MY100409,770562257,770562257-1,Ceramic Mug 350ml,,-4.22,26 Jan 2026 - 01 Feb 2026
2026-01-27,Shipping Fee (Paid By Customer),MY100410,770562257,770562257-1,Ceramic Mug 350ml,,3.90,26 Jan 2026 - 01 Feb 2026
2026-01-27,Shipping Fee Paid by Seller,MY100411,770562257,770562257-1,Ceramic Mug 350ml,,-4.48,26 Jan 2026 - 01 Feb 2026
2026-01-27,LCP Fee,MY100412,770562257,770562257-1,Ceramic Mug 350ml,,-6.45,26 Jan 2026 - 01 Feb 2026
2026-01-31,Item Price Credit,MY100413,798664559,798664559-1,Baby Hair Clip Set,,19.50,26 Jan 2026 - 01 Feb 2026
2026-01-31,Commission,MY100414,798664559,798664559-1,Baby Hair Clip Set,,-0.88,26 Jan 2026 - 01 Feb 2026
2026-01-31,Payment Fee,MY100415,798664559,798664559-1,Baby Hair Clip Set,,-0.64,26 Jan 2026 - 01 Feb 2026
2026-01-31,Promotional Charges Vouchers,MY100416,798664559,798664559-1,Baby Hair Clip Set,,-1.95,26 Jan 2026 - 01 Feb 2026
2026-01-31,Shipping Fee (Charged By 3P),MY100417,798664559,798664559-1,Baby Hair Clip Set,,-5.65,26 Jan 2026 - 01 Feb 2026
2026-01-31,FBL Handling Fee,MY100418,798664559,798664559-1,Baby Hair Clip Set,,-0.58,26 Jan 2026 - 01 Feb 2026
2026-01-31,Item Price Credit,MY100419,795371799,795371799-1,Poly Mailer 100pcs,,19.50,26 Jan 2026 - 01 Feb 2026
2026-01-31,Commission,MY100420,795371799,795371799-1,Poly Mailer 100pcs,,-0.88,26 Jan 2026 - 01 Feb 2026
2026-01-31,Payment Fee,MY100421,795371799,795371799-1,Poly Mailer 100pcs,,-0.64,26 Jan 2026 - 01 Feb 2026
2026-01-31,LCP Fee,MY100422,795371799,795371799-1,Poly Mailer 100pcs,,-1.95,26 Jan 2026 - 01 Feb 2026
2026-01-31,Reimbursements Withholding tax,MY100423,795371799,795371799-1,Poly Mailer 100pcs,,-0.19,26 Jan 2026 - 01 Feb 2026
2026-01-31,Item Price Credit,MY100424,737068235,737068235-1,Stainless Straw Set,,89.00,26 Jan 2026 - 01 Feb 2026
2026-01-31,Commission,MY100425,737068235,737068235-1,Stainless Straw Set,,-4.00,26 Jan 2026 - 01 Feb 2026
2026-01-31,Payment Fee,MY100426,737068235,737068235-1,Stainless Straw Set,,-2.91,26 Jan 2026 - 01 Feb 2026
2026-01-31,Shipping Fee (Paid By Customer),MY100427,737068235,737068235-1,Stainless Straw Set,,2.50,26 Jan 2026 - 01 Feb 2026
2026-01-31,Shipping Fee Paid by Seller,MY100428,737068235,737068235-1,Stainless Straw Set,,-2.87,26 Jan 2026 - 01 Feb 2026
2026-01-31,Lazcoin discount,MY100429,737068235,737068235-1,Stainless Straw Set,,-8.90,26 Jan 2026 - 01 Feb 2026
2026-01-31,Item Price Credit,MY100430,797966093,797966093-1,Cotton Tote Bag,,210.00,26 Jan 2026 - 01 Feb 2026
2026-01-31,Commission,MY100431,797966093,797966093-1,Cotton Tote Bag,,-9.45,26 Jan 2026 - 01 Feb 2026
2026-01-31,Payment Fee,MY100432,797966093,797966093-1,Cotton Tote Bag,,-6.87,26 Jan 2026 - 01 Feb 2026
2026-01-31,Promotional Charges Vouchers,MY100433,797966093,797966093-1,Cotton Tote Bag,,-10.50,26 Jan 2026 - 01 Feb 2026
2026-01-26,Item Price Credit,MY100434,726742388,726742388-1,Poly Mailer 100pcs,,12.90,26 Jan 2026 - 01 Feb 2026
2026-01-26,Commission,MY100435,726742388,726742388-1,Poly Mailer 100pcs,,-0.58,26 Jan 2026 - 01 Feb 2026
2026-01-26,Payment Fee,MY100436,726742388,726742388-1,Poly Mailer 100pcs,,-0.42,26 Jan 2026 - 01 Feb 2026
2026-01-26,Promotional Charges Flexi-Combo,MY100437,726742388,726742388-1,Poly Mailer 100pcs,,-1.29,26 Jan 2026 - 01 Feb 2026
2026-01-28,Reversal Item Price,MY100438,763075695,763075695-1,Cotton Tote Bag,Buyer returned item,-35.90,26 Jan 2026 - 01 Feb 2026
2026-01-28,Reversal Commission,MY100439,763075695,763075695-1,Cotton Tote Bag,,1.62,26 Jan 2026 - 01 Feb 2026
2026-01-28,Payment Fee Credit,MY100440,763075695,763075695-1,Cotton Tote Bag,,1.17,26 Jan 2026 - 01 Feb 2026
2026-01-28,Reversal Promotional Charges Vouchers,MY100441,763075695,763075695-1,Cotton Tote Bag,Reverses LCP Fee,1.79,26 Jan 2026 - 01 Feb 2026
2026-01-27,Reversal Item Price,MY100442,733815989,733815989-1,Stainless Straw Set,Buyer returned item,-19.50,26 Jan 2026 - 01 Feb 2026
2026-01-27,Reversal Commission,MY100443,733815989,733815989-1,Stainless Straw Set,,0.88,26 Jan 2026 - 01 Feb 2026
2026-01-27,Payment Fee Credit,MY100444,733815989,733815989-1,Stainless Straw Set,,0.64,26 Jan 2026 - 01 Feb 2026
2026-01-27,Reversal Promotional Charges Vouchers,MY100445,733815989,733815989-1,Stainless Straw Set,Reverses Lazcoin discount,1.95,26 Jan 2026 - 01 Feb 2026
2026-01-30,Reversal Item Price,MY100446,710352906,710352906-1,Stainless Straw Set,Buyer returned item,-89.00,26 Jan 2026 - 01 Feb 2026
2026-01-30,Reversal Commission,MY100447,710352906,710352906-1,Stainless Straw Set,,4.00,26 Jan 2026 - 01 Feb 2026
2026-01-30,Payment Fee Credit,MY100448,710352906,710352906-1,Stainless Straw Set,,2.91,26 Jan 2026 - 01 Feb 2026
2026-01-30,Reversal Promotional Charges Vouchers,MY100449,710352906,710352906-1,Stainless Straw Set,Reverses Promotional Charges Bundles,8.90,26 Jan 2026 - 01 Feb 2026
2026-01-30,Storage Fee,MY100450,,,,January warehouse storage,-18.40,26 Jan 2026 - 01 Feb 2026
2026-01-30,Pick Up Fee,MY100451,,,,,-4.20,26 Jan 2026 - 01 Feb 2026
2026-01-30,Inventory Storage Fees,MY100452,,,,FBL warehouse,-11.25,26 Jan 2026 - 01 Feb 2026
2026-01-31,DPP Service Fee,MY100453,,,,,-6.80,26 Jan 2026 - 01 Feb 2026
2026-01-31,Seller balance adjustments - Credit,MY100454,,,,Goodwill credit,22.15,26 Jan 2026 - 01 Feb 2026
2026-01-31,Seller balance adjustments - Debit,MY100455,,,,,-7.80,26 Jan 2026 - 01 Feb 2026
2026-01-31,Lazada Bonus,MY100456,,,,Seller incentive programme,15.00,26 Jan 2026 - 01 Feb 2026
2026-01-31,The fee that does not belong to the terms above,MY100457,,,,Unclassified platform charge,-5.60,26 Jan 2026 - 01 Feb 2026
2026-01-14,Reversal Item Price,MY100458,689114520,689114520-1,Ceramic Mug 350ml,Return for order settled in previous statement,-62.50,12 Jan 2026 - 18 Jan 2026
