Transaction Date,Fee Classification,Fee Name,Order No.,Order Item No.,Amount,WHT Amount,Statement,Payment Ref ID
2026-01-27,Orders-Lazada Fees,Commission,763233757,763233757-1,-1.08,0.00,2026-01-31,PAY-SG-20260131
2026-01-27,Orders-Lazada Fees,Payment Fee,763233757,763233757-1,-0.78,0.00,2026-01-31,PAY-SG-20260131
2026-01-27,Orders-Lazada Fees,Campaign Fee,763233757,763233757-1,-0.48,0.00,2026-01-31,PAY-SG-20260131
2026-01-27,Orders-Logistics,Shipping Fee (Paid By Customer),763233757,763233757-1,2.50,0.00,2026-01-31,PAY-SG-20260131
2026-01-27,Orders-Logistics,Shipping Fee Paid by Seller,763233757,763233757-1,-2.87,0.00,2026-01-31,PAY-SG-20260131
2026-01-27,Orders-Sales,Item Price Credit,769739143,769739143-1,129.00,0.00,2026-01-31,PAY-SG-20260131
2026-01-27,Orders-Lazada Fees,Commission,769739143,769739143-1,-5.80,0.00,2026-01-31,PAY-SG-20260131
2026-01-27,Orders-Lazada Fees,Payment Fee,769739143,769739143-1,-4.22,0.00,2026-01-31,PAY-SG-20260131
2026-01-28,Orders-Sales,Item Price Credit,748826860,748826860-1,89.00,0.00,2026-01-31,PAY-SG-20260131
2026-01-28,Orders-Lazada Fees,Commission,748826860,748826860-1,-4.00,0.00,2026-01-31,PAY-SG-20260131
2026-01-28,Orders-Lazada Fees,Payment Fee,748826860,748826860-1,-2.91,0.00,2026-01-31,PAY-SG-20260131
2026-01-28,Orders-Sales,Item Price Credit,781178372,781178372-1,89.00,0.00,2026-01-31,PAY-SG-20260131
2026-01-28,Orders-Lazada Fees,Commission,781178372,781178372-1,-4.00,0.00,2026-01-31,PAY-SG-20260131
2026-01-28,Orders-Lazada Fees,Payment Fee,781178372,781178372-1,-2.91,0.00,2026-01-31,PAY-SG-20260131
2026-01-28,Orders-Logistics,Shipping Fee (Paid By Customer),781178372,781178372-1,2.50,0.00,2026-01-31,PAY-SG-20260131
2026-01-28,Orders-Logistics,Shipping Fee Paid by Seller,781178372,781178372-1,-2.87,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Sales,Item Price Credit,712771026,712771026-1,129.00,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Marketing Fees,Seller Funded Marketing Voucher,712771026,712771026-1,-6.45,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Lazada Fees,Commission,712771026,712771026-1,-5.51,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Lazada Fees,Payment Fee,712771026,712771026-1,-4.22,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Sales,Item Price Credit,719742018,719742018-1,62.50,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Marketing Fees,Seller Funded Marketing Voucher,719742018,719742018-1,-3.12,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Lazada Fees,Commission,719742018,719742018-1,-2.67,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Lazada Fees,Payment Fee,719742018,719742018-1,-2.04,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Lazada Fees,Campaign Fee,719742018,719742018-1,-1.19,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Logistics,Shipping Fee (Paid By Customer),719742018,719742018-1,3.90,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Logistics,Shipping Fee Paid by Seller,719742018,719742018-1,-4.48,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Logistics,Shipping Fee Voucher (by Lazada),719742018,719742018-1,1.95,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Sales,Item Price Credit,781190067,781190067-1,129.00,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Lazada Fees,Commission,781190067,781190067-1,-5.80,0.00,2026-01-31,PAY-SG-20260131
2026-01-29,Orders-Lazada Fees,Payment Fee,781190067,781190067-1,-4.22,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Adjustments,Seller balance adjustments - Credit,,,20.61,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Adjustments,Seller balance adjustments - Debit,,,-8.02,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Refunds-Sales,Reversal Item Price,714974543,714974543-1,-64.50,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Refunds-Lazada Fees,Reversal Commission,714974543,714974543-1,2.90,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Sales,Item Price Credit,731497110,731497110-1,35.90,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Marketing Fees,Lazcoin discount,731497110,731497110-1,-0.72,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Lazada Fees,Commission,731497110,731497110-1,-1.62,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Lazada Fees,Payment Fee,731497110,731497110-1,-1.17,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Logistics,Shipping Fee (Paid By Customer),731497110,731497110-1,3.90,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Logistics,Shipping Fee Paid by Seller,731497110,731497110-1,-4.48,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Sales,Item Price Credit,743471582,743471582-1,12.90,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Lazada Fees,Commission,743471582,743471582-1,-0.58,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Lazada Fees,Payment Fee,743471582,743471582-1,-0.42,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Lazada Fees,Campaign Fee,743471582,743471582-1,-0.26,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Logistics,Shipping Fee (Paid By Customer),743471582,743471582-1,2.50,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Logistics,Shipping Fee Paid by Seller,743471582,743471582-1,-2.87,0.00,2026-01-31,PAY-SG-20260131
2026-01-30,Orders-Logistics,Shipping Fee Voucher (by Lazada),743471582,743471582-1,1.25,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,3P Services-Logistics,Storage Fee,,,-16.63,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,Orders-Sales,Item Price Credit,759975648,759975648-1,62.50,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,Orders-Lazada Fees,Commission,759975648,759975648-1,-2.81,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,Orders-Lazada Fees,Payment Fee,759975648,759975648-1,-2.04,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,Orders-Lazada Fees,Campaign Fee,759975648,759975648-1,-1.25,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,Orders-Logistics,Shipping Fee (Paid By Customer),759975648,759975648-1,3.90,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,Orders-Logistics,Shipping Fee Paid by Seller,759975648,759975648-1,-4.48,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,Reimbursements,Withholding tax,759975648,759975648-1,-0.62,0.63,2026-01-31,PAY-SG-20260131
2026-01-31,Orders-Sales,Item Price Credit,780776609,780776609-1,35.90,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,Orders-Lazada Fees,Commission,780776609,780776609-1,-1.62,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,Orders-Lazada Fees,Payment Fee,780776609,780776609-1,-1.17,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,Orders-Lazada Fees,Campaign Fee,780776609,780776609-1,-0.72,0.00,2026-01-31,PAY-SG-20260131
2026-01-31,Reimbursements,Withholding tax,780776609,780776609-1,-0.36,0.36,2026-01-31,PAY-SG-20260131
2026-02-09,Refunds-Sales,Reversal Item Price,743471582,743471582-1,-12.90,0.00,2026-01-31,PAY-SG-20260131
2026-02-09,Refunds-Lazada Fees,Reversal Commission,743471582,743471582-1,0.58,0.00,2026-01-31,PAY-SG-20260131
2026-02-09,Refunds-Logistics,Return shipping fees,743471582,743471582-1,-2.50,0.00,2026-01-31,PAY-SG-20260131
